order_number,product_key,customer_id,shipping_date,due_date,sales,quantity,price,order_month,order_year,lead_time,shipping_delay,shipped_on_time
SO71178,245,13500,2013-11-27,2013-12-02,35,1,35,11,2013,7,7,False
SO71179,284,15162,2013-11-27,2013-12-02,35,1,35,11,2013,7,7,False
SO71179,289,15162,2013-11-27,2013-12-02,5,1,5,11,2013,7,7,False
SO71179,246,15162,2013-11-27,2013-12-02,35,1,35,11,2013,7,7,False
SO71180,284,12434,2013-11-27,2013-12-02,35,1,35,11,2013,7,7,False
SO71180,289,12434,2013-11-27,2013-12-02,5,1,5,11,2013,7,7,False
SO71180,244,12434,2013-11-27,2013-12-02,35,1,35,11,2013,7,7,False
SO71181,244,11569,2013-11-27,2013-12-02,35,1,35,11,2013,7,7,False
SO71182,119,15323,2013-11-27,2013-12-02,769,1,769,11,2013,7,7,False
SO71182,289,15323,2013-11-27,2013-12-02,5,1,5,11,2013,7,7,False
SO71182,283,15323,2013-11-27,2013-12-02,30,1,30,11,2013,7,7,False
SO71183,174,13384,2013-11-27,2013-12-02,22,1,22,11,2013,7,7,False
SO71183,249,13384,2013-11-27,2013-12-02,50,1,50,11,2013,7,7,False
SO71184,117,15409,2013-11-27,2013-12-02,769,1,769,11,2013,7,7,False
SO71184,104,15409,2013-11-27,2013-12-02,10,1,10,11,2013,7,7,False
SO71184,295,15409,2013-11-27,2013-12-02,5,1,5,11,2013,7,7,False
SO71185,245,17135,2013-11-27,2013-12-02,35,1,35,11,2013,7,7,False
SO71185,235,17135,2013-11-27,2013-12-02,24,1,24,11,2013,7,7,False
SO71186,174,13161,2013-11-27,2013-12-02,22,1,22,11,2013,7,7,False
SO71187,151,27773,2013-11-27,2013-12-02,742,1,742,11,2013,7,7,False
SO71187,246,27773,2013-11-27,2013-12-02,35,1,35,11,2013,7,7,False
SO71188,153,27784,2013-11-27,2013-12-02,742,1,742,11,2013,7,7,False
SO71188,280,27784,2013-11-27,2013-12-02,9,1,9,11,2013,7,7,False
SO71189,246,29366,2013-11-27,2013-12-02,35,1,35,11,2013,7,7,False
SO71190,246,12301,2013-11-27,2013-12-02,35,1,35,11,2013,7,7,False
SO71191,280,12291,2013-11-27,2013-12-02,9,1,9,11,2013,7,7,False
SO71192,134,26160,2013-11-27,2013-12-02,1120,1,1120,11,2013,7,7,False
SO71192,244,26160,2013-11-27,2013-12-02,35,1,35,11,2013,7,7,False
SO71193,132,26422,2013-11-27,2013-12-02,1120,1,1120,11,2013,7,7,False
SO71193,105,26422,2013-11-27,2013-12-02,9,1,9,11,2013,7,7,False
SO71193,295,26422,2013-11-27,2013-12-02,5,1,5,11,2013,7,7,False
SO71193,292,26422,2013-11-27,2013-12-02,64,1,64,11,2013,7,7,False
SO71194,130,26754,2013-11-27,2013-12-02,1120,1,1120,11,2013,7,7,False
SO71194,244,26754,2013-11-27,2013-12-02,35,1,35,11,2013,7,7,False
SO71195,105,21974,2013-11-27,2013-12-02,9,1,9,11,2013,7,7,False
SO71195,295,21974,2013-11-27,2013-12-02,5,1,5,11,2013,7,7,False
SO71195,235,21974,2013-11-27,2013-12-02,24,1,24,11,2013,7,7,False
SO71196,105,18335,2013-11-27,2013-12-02,9,1,9,11,2013,7,7,False
SO71196,295,18335,2013-11-27,2013-12-02,5,1,5,11,2013,7,7,False
SO71197,290,21996,2013-11-27,2013-12-02,4,1,4,11,2013,7,7,False
SO71197,286,21996,2013-11-27,2013-12-02,25,1,25,11,2013,7,7,False
SO71197,244,21996,2013-11-27,2013-12-02,35,1,35,11,2013,7,7,False
SO71198,105,22031,2013-11-27,2013-12-02,9,1,9,11,2013,7,7,False
SO71198,295,22031,2013-11-27,2013-12-02,5,1,5,11,2013,7,7,False
SO71199,130,26440,2013-11-27,2013-12-02,1120,1,1120,11,2013,7,7,False
SO71199,278,26440,2013-11-27,2013-12-02,54,1,54,11,2013,7,7,False
SO71200,154,26252,2013-11-27,2013-12-02,1215,1,1215,11,2013,7,7,False
SO71200,288,26252,2013-11-27,2013-12-02,29,1,29,11,2013,7,7,False
SO71200,291,26252,2013-11-27,2013-12-02,5,1,5,11,2013,7,7,False
SO71200,259,26252,2013-11-27,2013-12-02,2,1,2,11,2013,7,7,False
SO71201,154,26093,2013-11-27,2013-12-02,1215,1,1215,11,2013,7,7,False
SO71201,295,26093,2013-11-27,2013-12-02,5,1,5,11,2013,7,7,False
SO71201,105,26093,2013-11-27,2013-12-02,9,1,9,11,2013,7,7,False
SO71201,277,26093,2013-11-27,2013-12-02,54,1,54,11,2013,7,7,False
SO71202,244,27572,2013-11-27,2013-12-02,35,1,35,11,2013,7,7,False
SO71203,279,27621,2013-11-27,2013-12-02,9,1,9,11,2013,7,7,False
SO71204,245,27646,2013-11-27,2013-12-02,35,1,35,11,2013,7,7,False
SO71205,280,28030,2013-11-27,2013-12-02,9,1,9,11,2013,7,7,False
SO71206,126,23836,2013-11-27,2013-12-02,540,1,540,11,2013,7,7,False
SO71206,244,23836,2013-11-27,2013-12-02,35,1,35,11,2013,7,7,False
SO71206,233,23836,2013-11-27,2013-12-02,24,1,24,11,2013,7,7,False
SO71207,129,17656,2013-11-27,2013-12-02,540,1,540,11,2013,7,7,False
SO71207,105,17656,2013-11-27,2013-12-02,9,1,9,11,2013,7,7,False
SO71207,295,17656,2013-11-27,2013-12-02,5,1,5,11,2013,7,7,False
SO71207,235,17656,2013-11-27,2013-12-02,24,1,24,11,2013,7,7,False
SO71208,126,23838,2013-11-27,2013-12-02,540,1,540,11,2013,7,7,False
SO71209,126,23508,2013-11-27,2013-12-02,540,1,540,11,2013,7,7,False
SO71209,285,23508,2013-11-27,2013-12-02,21,1,21,11,2013,7,7,False
SO71210,128,23480,2013-11-27,2013-12-02,540,1,540,11,2013,7,7,False
SO71211,128,23499,2013-11-27,2013-12-02,540,1,540,11,2013,7,7,False
SO71212,127,23855,2013-11-27,2013-12-02,540,1,540,11,2013,7,7,False
SO71212,285,23855,2013-11-27,2013-12-02,21,1,21,11,2013,7,7,False
SO71212,275,23855,2013-11-27,2013-12-02,54,1,54,11,2013,7,7,False
SO71212,166,23855,2013-11-27,2013-12-02,9,1,9,11,2013,7,7,False
SO71214,127,12123,2013-11-27,2013-12-02,540,1,540,11,2013,7,7,False
SO71214,285,12123,2013-11-27,2013-12-02,21,1,21,11,2013,7,7,False
SO71214,290,12123,2013-11-27,2013-12-02,4,1,4,11,2013,7,7,False
SO71214,246,12123,2013-11-27,2013-12-02,35,1,35,11,2013,7,7,False
SO71214,166,12123,2013-11-27,2013-12-02,9,1,9,11,2013,7,7,False
SO71214,251,12123,2013-11-27,2013-12-02,50,1,50,11,2013,7,7,False
SO71215,126,28428,2013-11-27,2013-12-02,540,1,540,11,2013,7,7,False
SO71215,294,28428,2013-11-27,2013-12-02,64,1,64,11,2013,7,7,False
SO71216,127,25303,2013-11-27,2013-12-02,540,1,540,11,2013,7,7,False
SO71216,246,25303,2013-11-27,2013-12-02,35,1,35,11,2013,7,7,False
SO71217,105,13160,2013-11-27,2013-12-02,9,1,9,11,2013,7,7,False
SO71218,128,29314,2013-11-27,2013-12-02,540,1,540,11,2013,7,7,False
SO71218,234,29314,2013-11-27,2013-12-02,24,1,24,11,2013,7,7,False
SO71219,286,19188,2013-11-27,2013-12-02,25,1,25,11,2013,7,7,False
SO71219,290,19188,2013-11-27,2013-12-02,4,1,4,11,2013,7,7,False
SO71219,259,19188,2013-11-27,2013-12-02,2,1,2,11,2013,7,7,False
SO71220,244,11502,2013-11-28,2013-12-03,35,1,35,11,2013,7,7,False
SO71220,279,11502,2013-11-28,2013-12-03,9,1,9,11,2013,7,7,False
SO71221,283,16179,2013-11-28,2013-12-03,30,1,30,11,2013,7,7,False
SO71221,289,16179,2013-11-28,2013-12-03,5,1,5,11,2013,7,7,False
SO71221,259,16179,2013-11-28,2013-12-03,2,1,2,11,2013,7,7,False
SO71222,174,17327,2013-11-28,2013-12-03,22,1,22,11,2013,7,7,False
SO71222,104,17327,2013-11-28,2013-12-03,10,1,10,11,2013,7,7,False
SO71222,295,17327,2013-11-28,2013-12-03,5,1,5,11,2013,7,7,False
SO71222,276,17327,2013-11-28,2013-12-03,54,1,54,11,2013,7,7,False
SO71223,290,18451,2013-11-28,2013-12-03,4,1,4,11,2013,7,7,False
SO71223,285,18451,2013-11-28,2013-12-03,21,1,21,11,2013,7,7,False
SO71223,251,18451,2013-11-28,2013-12-03,50,1,50,11,2013,7,7,False
SO71224,291,14313,2013-11-28,2013-12-03,5,1,5,11,2013,7,7,False
SO71224,245,14313,2013-11-28,2013-12-03,35,1,35,11,2013,7,7,False
SO71225,289,25248,2013-11-28,2013-12-03,5,1,5,11,2013,7,7,False
SO71225,246,25248,2013-11-28,2013-12-03,35,1,35,11,2013,7,7,False
SO71226,166,15021,2013-11-28,2013-12-03,9,1,9,11,2013,7,7,False
SO71227,119,14798,2013-11-28,2013-12-03,769,1,769,11,2013,7,7,False
SO71227,249,14798,2013-11-28,2013-12-03,50,1,50,11,2013,7,7,False
SO71228,118,14819,2013-11-28,2013-12-03,769,1,769,11,2013,7,7,False
SO71228,168,14819,2013-11-28,2013-12-03,8,1,8,11,2013,7,7,False
SO71229,104,12825,2013-11-28,2013-12-03,10,1,10,11,2013,7,7,False
SO71229,295,12825,2013-11-28,2013-12-03,5,1,5,11,2013,7,7,False
SO71229,244,12825,2013-11-28,2013-12-03,35,1,35,11,2013,7,7,False
SO71230,104,20548,2013-11-28,2013-12-03,10,1,10,11,2013,7,7,False
SO71230,245,20548,2013-11-28,2013-12-03,35,1,35,11,2013,7,7,False
SO71230,166,20548,2013-11-28,2013-12-03,9,1,9,11,2013,7,7,False
SO71231,104,17986,2013-11-28,2013-12-03,10,1,10,11,2013,7,7,False
SO71231,295,17986,2013-11-28,2013-12-03,5,1,5,11,2013,7,7,False
SO71231,235,17986,2013-11-28,2013-12-03,24,1,24,11,2013,7,7,False
SO71232,278,11713,2013-11-28,2013-12-03,54,1,54,11,2013,7,7,False
SO71232,166,11713,2013-11-28,2013-12-03,9,1,9,11,2013,7,7,False
SO71233,278,11505,2013-11-28,2013-12-03,54,1,54,11,2013,7,7,False
SO71233,166,11505,2013-11-28,2013-12-03,9,1,9,11,2013,7,7,False
SO71234,285,11176,2013-11-28,2013-12-03,21,1,21,11,2013,7,7,False
SO71235,286,11203,2013-11-28,2013-12-03,25,1,25,11,2013,7,7,False
SO71235,259,11203,2013-11-28,2013-12-03,2,1,2,11,2013,7,7,False
SO71236,283,11875,2013-11-28,2013-12-03,30,1,30,11,2013,7,7,False
SO71236,289,11875,2013-11-28,2013-12-03,5,1,5,11,2013,7,7,False
SO71236,247,11875,2013-11-28,2013-12-03,55,1,55,11,2013,7,7,False
SO71237,289,17619,2013-11-28,2013-12-03,5,1,5,11,2013,7,7,False
SO71237,283,17619,2013-11-28,2013-12-03,30,1,30,11,2013,7,7,False
SO71237,174,17619,2013-11-28,2013-12-03,22,1,22,11,2013,7,7,False
SO71237,246,17619,2013-11-28,2013-12-03,35,1,35,11,2013,7,7,False
SO71238,289,16117,2013-11-28,2013-12-03,5,1,5,11,2013,7,7,False
SO71238,174,16117,2013-11-28,2013-12-03,22,1,22,11,2013,7,7,False
SO71238,246,16117,2013-11-28,2013-12-03,35,1,35,11,2013,7,7,False
SO71238,235,16117,2013-11-28,2013-12-03,24,1,24,11,2013,7,7,False
SO71239,272,14552,2013-11-28,2013-12-03,70,1,70,11,2013,7,7,False
SO71240,174,21464,2013-11-28,2013-12-03,22,1,22,11,2013,7,7,False
SO71240,247,21464,2013-11-28,2013-12-03,55,1,55,11,2013,7,7,False
SO71241,174,13465,2013-11-28,2013-12-03,22,1,22,11,2013,7,7,False
SO71241,278,13465,2013-11-28,2013-12-03,54,1,54,11,2013,7,7,False
SO71242,282,17817,2013-11-28,2013-12-03,25,1,25,11,2013,7,7,False
SO71242,234,17817,2013-11-28,2013-12-03,24,1,24,11,2013,7,7,False
SO71243,283,20056,2013-11-28,2013-12-03,30,1,30,11,2013,7,7,False
SO71243,289,20056,2013-11-28,2013-12-03,5,1,5,11,2013,7,7,False
SO71243,246,20056,2013-11-28,2013-12-03,35,1,35,11,2013,7,7,False
SO71243,250,20056,2013-11-28,2013-12-03,50,1,50,11,2013,7,7,False
SO71243,234,20056,2013-11-28,2013-12-03,24,1,24,11,2013,7,7,False
SO71244,295,24566,2013-11-28,2013-12-03,5,1,5,11,2013,7,7,False
SO71245,290,26901,2013-11-28,2013-12-03,4,1,4,11,2013,7,7,False
SO71246,284,13096,2013-11-28,2013-12-03,35,1,35,11,2013,7,7,False
SO71246,289,13096,2013-11-28,2013-12-03,5,1,5,11,2013,7,7,False
SO71246,174,13096,2013-11-28,2013-12-03,22,1,22,11,2013,7,7,False
SO71246,104,13096,2013-11-28,2013-12-03,10,1,10,11,2013,7,7,False
SO71246,295,13096,2013-11-28,2013-12-03,5,1,5,11,2013,7,7,False
SO71246,294,13096,2013-11-28,2013-12-03,64,1,64,11,2013,7,7,False
SO71247,166,12536,2013-11-28,2013-12-03,9,1,9,11,2013,7,7,False
SO71248,174,18317,2013-11-28,2013-12-03,22,1,22,11,2013,7,7,False
SO71249,111,19995,2013-11-28,2013-12-03,565,1,565,11,2013,7,7,False
SO71249,277,19995,2013-11-28,2013-12-03,54,1,54,11,2013,7,7,False
SO71250,259,13398,2013-11-28,2013-12-03,2,1,2,11,2013,7,7,False
SO71251,104,19855,2013-11-28,2013-12-03,10,1,10,11,2013,7,7,False
SO71251,295,19855,2013-11-28,2013-12-03,5,1,5,11,2013,7,7,False
SO71252,174,17524,2013-11-28,2013-12-03,22,1,22,11,2013,7,7,False
SO71253,174,18788,2013-11-28,2013-12-03,22,1,22,11,2013,7,7,False
SO71253,245,18788,2013-11-28,2013-12-03,35,1,35,11,2013,7,7,False
SO71254,117,18954,2013-11-28,2013-12-03,769,1,769,11,2013,7,7,False
SO71254,273,18954,2013-11-28,2013-12-03,70,1,70,11,2013,7,7,False
SO71254,276,18954,2013-11-28,2013-12-03,54,1,54,11,2013,7,7,False
SO71255,284,13401,2013-11-28,2013-12-03,35,1,35,11,2013,7,7,False
SO71256,174,17005,2013-11-28,2013-12-03,22,1,22,11,2013,7,7,False
SO71256,244,17005,2013-11-28,2013-12-03,35,1,35,11,2013,7,7,False
SO71256,233,17005,2013-11-28,2013-12-03,24,1,24,11,2013,7,7,False
SO71257,174,17264,2013-11-28,2013-12-03,22,1,22,11,2013,7,7,False
SO71257,279,17264,2013-11-28,2013-12-03,9,1,9,11,2013,7,7,False
SO71258,245,25320,2013-11-28,2013-12-03,35,1,35,11,2013,7,7,False
SO71259,246,29367,2013-11-28,2013-12-03,35,1,35,11,2013,7,7,False
SO71260,280,18136,2013-11-28,2013-12-03,9,1,9,11,2013,7,7,False
SO71261,291,25319,2013-11-28,2013-12-03,5,1,5,11,2013,7,7,False
SO71261,288,25319,2013-11-28,2013-12-03,29,1,29,11,2013,7,7,False
SO71261,259,25319,2013-11-28,2013-12-03,2,1,2,11,2013,7,7,False
SO71262,295,12321,2013-11-28,2013-12-03,5,1,5,11,2013,7,7,False
SO71262,105,12321,2013-11-28,2013-12-03,9,1,9,11,2013,7,7,False
SO71263,130,26761,2013-11-28,2013-12-03,1120,1,1120,11,2013,7,7,False
SO71263,246,26761,2013-11-28,2013-12-03,35,1,35,11,2013,7,7,False
SO71264,244,21994,2013-11-28,2013-12-03,35,1,35,11,2013,7,7,False
SO71266,109,16483,2013-11-28,2013-12-03,540,1,540,11,2013,7,7,False
SO71267,174,15789,2013-11-28,2013-12-03,22,1,22,11,2013,7,7,False
SO71267,260,15789,2013-11-28,2013-12-03,120,1,120,11,2013,7,7,False
SO71268,174,13107,2013-11-28,2013-12-03,22,1,22,11,2013,7,7,False
SO71268,246,13107,2013-11-28,2013-12-03,35,1,35,11,2013,7,7,False
SO71269,150,11090,2013-11-28,2013-12-03,742,1,742,11,2013,7,7,False
SO71269,166,11090,2013-11-28,2013-12-03,9,1,9,11,2013,7,7,False
SO71270,151,11084,2013-11-28,2013-12-03,742,1,742,11,2013,7,7,False
SO71270,105,11084,2013-11-28,2013-12-03,9,1,9,11,2013,7,7,False
SO71270,295,11084,2013-11-28,2013-12-03,5,1,5,11,2013,7,7,False
SO71271,105,28038,2013-11-28,2013-12-03,9,1,9,11,2013,7,7,False
SO71271,295,28038,2013-11-28,2013-12-03,5,1,5,11,2013,7,7,False
SO71271,166,28038,2013-11-28,2013-12-03,9,1,9,11,2013,7,7,False
SO71272,129,20091,2013-11-28,2013-12-03,540,1,540,11,2013,7,7,False
SO71272,105,20091,2013-11-28,2013-12-03,9,1,9,11,2013,7,7,False
SO71272,166,20091,2013-11-28,2013-12-03,9,1,9,11,2013,7,7,False
SO71272,295,20091,2013-11-28,2013-12-03,5,1,5,11,2013,7,7,False
SO71273,127,20076,2013-11-28,2013-12-03,540,1,540,11,2013,7,7,False
SO71273,105,20076,2013-11-28,2013-12-03,9,1,9,11,2013,7,7,False
SO71273,295,20076,2013-11-28,2013-12-03,5,1,5,11,2013,7,7,False
SO71274,127,20078,2013-11-28,2013-12-03,540,1,540,11,2013,7,7,False
SO71274,246,20078,2013-11-28,2013-12-03,35,1,35,11,2013,7,7,False
SO71274,276,20078,2013-11-28,2013-12-03,54,1,54,11,2013,7,7,False
SO71275,130,21746,2013-11-28,2013-12-03,1120,1,1120,11,2013,7,7,False
SO71275,278,21746,2013-11-28,2013-12-03,54,1,54,11,2013,7,7,False
SO71276,132,21660,2013-11-28,2013-12-03,1120,1,1120,11,2013,7,7,False
SO71276,105,21660,2013-11-28,2013-12-03,9,1,9,11,2013,7,7,False
SO71276,295,21660,2013-11-28,2013-12-03,5,1,5,11,2013,7,7,False
SO71277,134,21596,2013-11-28,2013-12-03,1120,1,1120,11,2013,7,7,False
SO71277,244,21596,2013-11-28,2013-12-03,35,1,35,11,2013,7,7,False
SO71278,280,13139,2013-11-28,2013-12-03,9,1,9,11,2013,7,7,False
SO71279,156,13110,2013-11-28,2013-12-03,1215,1,1215,11,2013,7,7,False
SO71281,129,25709,2013-11-28,2013-12-03,540,1,540,11,2013,7,7,False
SO71281,105,25709,2013-11-28,2013-12-03,9,1,9,11,2013,7,7,False
SO71281,295,25709,2013-11-28,2013-12-03,5,1,5,11,2013,7,7,False
SO71281,247,25709,2013-11-28,2013-12-03,55,1,55,11,2013,7,7,False
SO71282,295,21955,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71282,105,21955,2013-11-29,2013-12-04,9,1,9,11,2013,7,7,False
SO71283,290,21958,2013-11-29,2013-12-04,4,1,4,11,2013,7,7,False
SO71283,287,21958,2013-11-29,2013-12-04,33,1,33,11,2013,7,7,False
SO71283,246,21958,2013-11-29,2013-12-04,35,1,35,11,2013,7,7,False
SO71284,244,21968,2013-11-29,2013-12-04,35,1,35,11,2013,7,7,False
SO71284,277,21968,2013-11-29,2013-12-04,54,1,54,11,2013,7,7,False
SO71284,166,21968,2013-11-29,2013-12-04,9,1,9,11,2013,7,7,False
SO71285,110,16267,2013-11-29,2013-12-04,540,1,540,11,2013,7,7,False
SO71285,276,16267,2013-11-29,2013-12-04,54,1,54,11,2013,7,7,False
SO71286,283,16608,2013-11-29,2013-12-04,30,1,30,11,2013,7,7,False
SO71287,284,21988,2013-11-29,2013-12-04,35,1,35,11,2013,7,7,False
SO71288,295,20314,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71288,247,20314,2013-11-29,2013-12-04,55,1,55,11,2013,7,7,False
SO71288,168,20314,2013-11-29,2013-12-04,8,1,8,11,2013,7,7,False
SO71289,104,25019,2013-11-29,2013-12-04,10,1,10,11,2013,7,7,False
SO71289,166,25019,2013-11-29,2013-12-04,9,1,9,11,2013,7,7,False
SO71289,295,25019,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71290,287,18280,2013-11-29,2013-12-04,33,1,33,11,2013,7,7,False
SO71290,248,18280,2013-11-29,2013-12-04,50,1,50,11,2013,7,7,False
SO71290,279,18280,2013-11-29,2013-12-04,9,1,9,11,2013,7,7,False
SO71291,290,16540,2013-11-29,2013-12-04,4,1,4,11,2013,7,7,False
SO71291,287,16540,2013-11-29,2013-12-04,33,1,33,11,2013,7,7,False
SO71291,244,16540,2013-11-29,2013-12-04,35,1,35,11,2013,7,7,False
SO71292,111,15664,2013-11-29,2013-12-04,565,1,565,11,2013,7,7,False
SO71292,104,15664,2013-11-29,2013-12-04,10,1,10,11,2013,7,7,False
SO71292,295,15664,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71292,166,15664,2013-11-29,2013-12-04,9,1,9,11,2013,7,7,False
SO71293,290,11223,2013-11-29,2013-12-04,4,1,4,11,2013,7,7,False
SO71293,245,11223,2013-11-29,2013-12-04,35,1,35,11,2013,7,7,False
SO71294,291,29029,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71294,233,29029,2013-11-29,2013-12-04,24,1,24,11,2013,7,7,False
SO71295,291,27626,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71295,288,27626,2013-11-29,2013-12-04,29,1,29,11,2013,7,7,False
SO71296,286,11253,2013-11-29,2013-12-04,25,1,25,11,2013,7,7,False
SO71296,290,11253,2013-11-29,2013-12-04,4,1,4,11,2013,7,7,False
SO71297,290,16479,2013-11-29,2013-12-04,4,1,4,11,2013,7,7,False
SO71297,287,16479,2013-11-29,2013-12-04,33,1,33,11,2013,7,7,False
SO71297,245,16479,2013-11-29,2013-12-04,35,1,35,11,2013,7,7,False
SO71298,289,11223,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71298,282,11223,2013-11-29,2013-12-04,25,1,25,11,2013,7,7,False
SO71299,289,23720,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71299,283,23720,2013-11-29,2013-12-04,30,1,30,11,2013,7,7,False
SO71300,287,25041,2013-11-29,2013-12-04,33,1,33,11,2013,7,7,False
SO71301,104,20488,2013-11-29,2013-12-04,10,1,10,11,2013,7,7,False
SO71301,295,20488,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71302,274,18985,2013-11-29,2013-12-04,70,1,70,11,2013,7,7,False
SO71302,235,18985,2013-11-29,2013-12-04,24,1,24,11,2013,7,7,False
SO71303,295,18230,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71304,295,18911,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71304,246,18911,2013-11-29,2013-12-04,35,1,35,11,2013,7,7,False
SO71304,234,18911,2013-11-29,2013-12-04,24,1,24,11,2013,7,7,False
SO71305,289,22219,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71305,168,22219,2013-11-29,2013-12-04,8,1,8,11,2013,7,7,False
SO71306,289,11581,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71306,283,11581,2013-11-29,2013-12-04,30,1,30,11,2013,7,7,False
SO71306,245,11581,2013-11-29,2013-12-04,35,1,35,11,2013,7,7,False
SO71307,290,16312,2013-11-29,2013-12-04,4,1,4,11,2013,7,7,False
SO71307,286,16312,2013-11-29,2013-12-04,25,1,25,11,2013,7,7,False
SO71307,244,16312,2013-11-29,2013-12-04,35,1,35,11,2013,7,7,False
SO71308,295,19376,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71308,233,19376,2013-11-29,2013-12-04,24,1,24,11,2013,7,7,False
SO71309,286,19430,2013-11-29,2013-12-04,25,1,25,11,2013,7,7,False
SO71309,290,19430,2013-11-29,2013-12-04,4,1,4,11,2013,7,7,False
SO71309,244,19430,2013-11-29,2013-12-04,35,1,35,11,2013,7,7,False
SO71310,290,23975,2013-11-29,2013-12-04,4,1,4,11,2013,7,7,False
SO71310,244,23975,2013-11-29,2013-12-04,35,1,35,11,2013,7,7,False
SO71311,285,29423,2013-11-29,2013-12-04,21,1,21,11,2013,7,7,False
SO71312,291,27931,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71312,259,27931,2013-11-29,2013-12-04,2,1,2,11,2013,7,7,False
SO71313,291,16325,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71313,259,16325,2013-11-29,2013-12-04,2,1,2,11,2013,7,7,False
SO71313,281,16325,2013-11-29,2013-12-04,159,1,159,11,2013,7,7,False
SO71314,291,25542,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71314,166,25542,2013-11-29,2013-12-04,9,1,9,11,2013,7,7,False
SO71315,284,14446,2013-11-29,2013-12-04,35,1,35,11,2013,7,7,False
SO71315,259,14446,2013-11-29,2013-12-04,2,1,2,11,2013,7,7,False
SO71316,174,16847,2013-11-29,2013-12-04,22,1,22,11,2013,7,7,False
SO71316,245,16847,2013-11-29,2013-12-04,35,1,35,11,2013,7,7,False
SO71317,284,15494,2013-11-29,2013-12-04,35,1,35,11,2013,7,7,False
SO71317,289,15494,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71317,174,15494,2013-11-29,2013-12-04,22,1,22,11,2013,7,7,False
SO71317,294,15494,2013-11-29,2013-12-04,64,1,64,11,2013,7,7,False
SO71318,289,12415,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71318,284,12415,2013-11-29,2013-12-04,35,1,35,11,2013,7,7,False
SO71318,246,12415,2013-11-29,2013-12-04,35,1,35,11,2013,7,7,False
SO71319,115,19992,2013-11-29,2013-12-04,565,1,565,11,2013,7,7,False
SO71319,174,19992,2013-11-29,2013-12-04,22,1,22,11,2013,7,7,False
SO71320,105,16783,2013-11-29,2013-12-04,9,1,9,11,2013,7,7,False
SO71320,295,16783,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71321,284,20034,2013-11-29,2013-12-04,35,1,35,11,2013,7,7,False
SO71321,289,20034,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71321,244,20034,2013-11-29,2013-12-04,35,1,35,11,2013,7,7,False
SO71322,104,17553,2013-11-29,2013-12-04,10,1,10,11,2013,7,7,False
SO71322,295,17553,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71322,168,17553,2013-11-29,2013-12-04,8,1,8,11,2013,7,7,False
SO71323,174,17508,2013-11-29,2013-12-04,22,1,22,11,2013,7,7,False
SO71323,168,17508,2013-11-29,2013-12-04,8,1,8,11,2013,7,7,False
SO71324,284,17420,2013-11-29,2013-12-04,35,1,35,11,2013,7,7,False
SO71324,289,17420,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71324,259,17420,2013-11-29,2013-12-04,2,1,2,11,2013,7,7,False
SO71324,168,17420,2013-11-29,2013-12-04,8,1,8,11,2013,7,7,False
SO71325,174,17421,2013-11-29,2013-12-04,22,1,22,11,2013,7,7,False
SO71325,245,17421,2013-11-29,2013-12-04,35,1,35,11,2013,7,7,False
SO71326,246,17006,2013-11-29,2013-12-04,35,1,35,11,2013,7,7,False
SO71326,249,17006,2013-11-29,2013-12-04,50,1,50,11,2013,7,7,False
SO71326,235,17006,2013-11-29,2013-12-04,24,1,24,11,2013,7,7,False
SO71327,104,13246,2013-11-29,2013-12-04,10,1,10,11,2013,7,7,False
SO71327,295,13246,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71327,245,13246,2013-11-29,2013-12-04,35,1,35,11,2013,7,7,False
SO71328,246,18126,2013-11-29,2013-12-04,35,1,35,11,2013,7,7,False
SO71329,295,17207,2013-11-29,2013-12-04,5,1,5,11,2013,7,7,False
SO71329,105,17207,2013-11-29,2013-12-04,9,1,9,11,2013,7,7,False
SO71329,247,17207,2013-11-29,2013-12-04,55,1,55,11,2013,7,7,False
SO71330,105,17218,2013-11-29,2013-12-04,9,1,9,11,2013,7,7,False
